rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate
2,2,0,OLD,20168261,원더 우먼,2017-05-31,314878400,11.8,-1340505200,-81,12837859198,42680,-161179,-79.1,1587714,731,2907,2017-06-07
3,3,1,OLD,20174602,노무현입니다,2017-05-25,237138900,8.9,-709937000,-75,11073208812,33176,-84104,-71.7,1405549,533,1910,2017-06-07
4,4,-1,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,193571000,7.3,-948849500,-83.1,22222143422,25871,-114375,-81.6,2712372,508,2003,2017-06-07
5,5,0,OLD,20169348,대립군,2017-05-31,122084000,4.6,-372208500,-75.3,5661656002,17446,-44127,-71.7,746802,513,1543,2017-06-07
6,6,0,OLD,20175262,겟 아웃,2017-05-17,54123400,2.0,-198505100,-78.6,16967531975,7052,-23447,-76.9,2079924,280,642,2017-06-07
7,7,0,NEW,20166384,하루,2017-06-15,14350000,0.5,14350000,100,19934000,1799,1799,100,2497,8,8,2017-06-07
8,8,7,OLD,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,9455500,0.4,1628500,20.8,7388127325,1292,341,35.9,914990,54,79,2017-06-07
9,9,2,OLD,20173642,너와 100번째 사랑,2017-05-25,9217500,0.3,-34652000,-79,554761800,1248,-4272,-77.4,70574,69,108,2017-06-07
10,10,4,OLD,20160483,꿈의 제인,2017-05-31,6998000,0.3,-5424000,-43.7,103793700,928,-503,-35.2,12652,54,106,2017-06-07
1,1,0,OLD,20166488,미이라,2017-06-06,1286215600,49.0,-353711200,-21.6,10329657800,167531,-47073,-21.9,1255805,1120,6238,2017-06-08
2,2,17,OLD,20162343,악녀,2017-06-08,543427900,20.7,540819900,20737,578013900,73305,72979,22386.2,77718,563,2506,2017-06-08
3,3,-1,OLD,20168261,원더 우먼,2017-05-31,234560300,8.9,-80318100,-25.5,13072419498,31667,-11013,-25.8,1619381,598,2249,2017-06-08
4,4,-1,OLD,20174602,노무현입니다,2017-05-25,180708600,6.9,-56430300,-23.8,11253917412,24994,-8182,-24.7,1430543,494,1431,2017-06-08
5,5,-1,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,147942600,5.6,-45628400,-23.6,22370086022,19365,-6506,-25.1,2731737,461,1509,2017-06-08
6,6,-1,OLD,20169348,대립군,2017-05-31,72813000,2.8,-49271000,-40.4,5734469002,10589,-6857,-39.3,757391,436,930,2017-06-08
7,7,-1,OLD,20175262,겟 아웃,2017-05-17,28446400,1.1,-25677000,-47.4,16995978375,3700,-3352,-47.5,2083624,180,326,2017-06-08
8,8,21,OLD,20173833,심야식당 2,2017-06-08,24197300,0.9,22933300,1814.3,36055300,3355,3197,2023.4,4911,229,462,2017-06-08
9,9,44,OLD,20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,12132000,0.5,11741000,3002.8,427218000,1703,1650,3113.2,57707,16,21,2017-06-08
10,10,0,NEW,20168041,용순,2017-06-08,8979500,0.3,8979500,100,16813000,1236,1236,100,2655,117,272,2017-06-08
1,1,0,OLD,20166488,미이라,2017-06-06,1877265986,51.8,591050386,46,12206923786,222022,54491,32.5,1477827,1170,6612,2017-06-09
2,2,0,OLD,20162343,악녀,2017-06-08,662090414,18.3,118662514,21.8,1240104314,80452,7147,9.7,158170,590,2595,2017-06-09
3,3,0,OLD,20168261,원더 우먼,2017-05-31,371818514,10.3,137258214,58.5,13444238012,45025,13358,42.2,1664406,607,2267,2017-06-09
4,4,0,OLD,20174602,노무현입니다,2017-05-25,227095600,6.3,46387000,25.7,11481013012,28285,3291,13.2,1458828,513,1489,2017-06-09
5,5,0,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,234391000,6.5,86448400,58.4,22604477022,28206,8841,45.7,2759943,483,1537,2017-06-09
6,6,0,OLD,20169348,대립군,2017-05-31,76302300,2.1,3489300,4.8,5810771302,10115,-474,-4.5,767506,442,931,2017-06-09
7,7,0,OLD,20175262,겟 아웃,2017-05-17,39739700,1.1,11293300,39.7,17035718075,4780,1080,29.2,2088404,180,316,2017-06-09
8,8,0,OLD,20173833,심야식당 2,2017-06-08,35399600,1.0,11202300,46.3,71454900,4351,996,29.7,9262,235,459,2017-06-09
9,9,4,OLD,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,12217000,0.3,6378200,109.2,7406183125,1350,456,51,917234,30,37,2017-06-09
10,10,0,OLD,20168041,용순,2017-06-08,8493500,0.2,-486000,-5.4,25306500,1108,-128,-10.4,3763,120,263,2017-06-09
1,1,0,OLD,20166488,미이라,2017-06-06,4169729015,52.7,2292463029,122.1,16376652801,483476,261454,117.8,1961303,1254,7519,2017-06-10
2,2,0,OLD,20162343,악녀,2017-06-08,1256538235,15.9,594447821,89.8,2496642549,149219,68767,85.5,307389,671,2724,2017-06-10
3,3,0,OLD,20168261,원더 우먼,2017-05-31,858554735,10.9,486736221,130.9,14302792747,103585,58560,130.1,1767991,611,2062,2017-06-10
4,4,1,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,532428000,6.7,298037000,127.2,23136905022,63514,35308,125.2,2823457,512,1427,2017-06-10
5,5,-1,OLD,20174602,노무현입니다,2017-05-25,455729800,5.8,228634200,100.7,11936742812,55330,27045,95.6,1514158,509,1440,2017-06-10
6,6,0,OLD,20169348,대립군,2017-05-31,105799300,1.3,29497000,38.7,5916570602,13284,3169,31.3,780790,388,669,2017-06-10
7,7,0,OLD,20175262,겟 아웃,2017-05-17,84076400,1.1,44336700,111.6,17119794475,9887,5107,106.8,2098291,180,314,2017-06-10
8,8,17,OLD,20176141,베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,69682800,0.9,67497100,3088.1,700585100,9000,8725,3172.7,93035,158,254,2017-06-10
9,9,14,OLD,20174061,보스 베이비,2017-05-03,59347100,0.8,57139600,2588.4,18726127904,8016,7702,2452.9,2422849,161,223,2017-06-10
10,10,2,OLD,20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,45381500,0.6,40874500,906.9,351814500,6963,6238,860.4,53992,145,262,2017-06-10
1,1,0,OLD,20166488,미이라,2017-06-06,3626338200,50.7,-543390815,-13,20002991001,422898,-60578,-12.5,2384201,1251,7316,2017-06-11
2,2,0,OLD,20162343,악녀,2017-06-08,1288823000,18.0,32284765,2.6,3785465549,151449,2230,1.5,458838,679,2688,2017-06-11
3,3,0,OLD,20168261,원더 우먼,2017-05-31,758943500,10.6,-99611235,-11.6,15061736247,91939,-11646,-11.2,1859930,604,2001,2017-06-11
4,4,0,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,485136600,6.8,-47291400,-8.9,23622041622,57959,-5555,-8.7,2881416,506,1405,2017-06-11
5,5,0,OLD,20174602,노무현입니다,2017-05-25,438584200,6.1,-17145600,-3.8,12375327012,53664,-1666,-3,1567822,530,1427,2017-06-11
6,6,0,OLD,20169348,대립군,2017-05-31,94842200,1.3,-10957100,-10.4,6011412802,11850,-1434,-10.8,792640,364,629,2017-06-11
7,7,1,OLD,20176141,베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,78852800,1.1,9170000,13.2,779437900,10100,1100,12.2,103135,161,257,2017-06-11
8,8,1,OLD,20174061,보스 베이비,2017-05-03,74369300,1.0,15022200,25.3,18800497204,9872,1856,23.2,2432721,166,235,2017-06-11
9,9,1,OLD,20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,49856000,0.7,4474500,9.9,401670500,7652,689,9.9,61644,146,265,2017-06-11
10,10,-3,OLD,20175262,겟 아웃,2017-05-17,64500600,0.9,-19575800,-23.3,17184295075,7578,-2309,-23.4,2105869,174,306,2017-06-11
1,1,0,OLD,20166488,미이라,2017-06-06,812419200,43.2,-2813919000,-77.6,20815410201,106244,-316654,-74.9,2490445,1086,6146,2017-06-12
2,2,0,OLD,20162343,악녀,2017-06-08,472364500,25.1,-816458500,-63.3,4257830049,62732,-88717,-58.6,521570,660,2840,2017-06-12
3,3,0,OLD,20168261,원더 우먼,2017-05-31,192160600,10.2,-566782900,-74.7,15253896847,25772,-66167,-72,1885702,548,2002,2017-06-12
4,4,1,OLD,20174602,노무현입니다,2017-05-25,127987100,6.8,-310597100,-70.8,12503314112,17701,-35963,-67,1585523,513,1510,2017-06-12
5,5,-1,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,115628900,6.1,-369507700,-76.2,23737670522,15309,-42650,-73.6,2896725,450,1379,2017-06-12
6,6,0,OLD,20169348,대립군,2017-05-31,39503300,2.1,-55338900,-58.3,6050916102,5785,-6065,-51.2,798425,390,745,2017-06-12
7,7,4,OLD,20173833,심야식당 2,2017-06-08,23849100,1.3,-20464600,-46.2,194613000,3284,-2068,-38.6,24518,213,403,2017-06-12
8,8,2,OLD,20175262,겟 아웃,2017-05-17,20142900,1.1,-44357700,-68.8,17204437975,2649,-4929,-65,2108518,164,298,2017-06-12
9,9,10,OLD,20158485,옥자,2017-06-29,10647000,0.6,3959000,59.2,17335000,1521,685,81.9,2357,4,5,2017-06-12
10,10,2,OLD,20176983,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,10533000,0.6,-16219500,-60.6,113008500,1421,-1865,-56.8,12108,78,143,2017-06-12
1,1,0,OLD,20166488,미이라,2017-06-06,682481000,39.9,-129938200,-16,21497891201,89712,-16532,-15.6,2580157,1094,6106,2017-06-13
2,2,0,OLD,20162343,악녀,2017-06-08,429041400,25.1,-43323100,-9.2,4686871449,57342,-5390,-8.6,578912,678,2857,2017-06-13
3,3,0,OLD,20168261,원더 우먼,2017-05-31,171278900,10.0,-20881700,-10.9,15425175747,23181,-2591,-10.1,1908883,557,1982,2017-06-13
4,4,0,OLD,20174602,노무현입니다,2017-05-25,119798900,7.0,-8188200,-6.4,12623113012,16682,-1019,-5.8,1602205,518,1504,2017-06-13
5,5,0,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,99904400,5.8,-15724500,-13.6,23837574922,13317,-1992,-13,2910042,434,1324,2017-06-13
6,6,0,OLD,20169348,대립군,2017-05-31,36607500,2.1,-2895800,-7.3,6087523602,5550,-235,-4.1,803975,379,706,2017-06-13
7,7,0,OLD,20173833,심야식당 2,2017-06-08,20391500,1.2,-3457600,-14.5,215004500,2831,-453,-13.8,27349,216,393,2017-06-13
8,8,1,OLD,20158485,옥자,2017-06-29,17479000,1.0,6832000,64.2,34814000,2497,976,64.2,4854,8,8,2017-06-13
9,9,-1,OLD,20175262,겟 아웃,2017-05-17,17815500,1.0,-2327400,-11.6,17222253475,2334,-315,-11.9,2110852,167,293,2017-06-13
10,10,0,NEW,20175423,나의 붉은고래,2017-06-15,13139000,0.8,13139000,100,42833000,1877,1877,100,6188,14,14,2017-06-13
1,1,0,OLD,20166488,미이라,2017-06-06,674222700,38.7,-8258300,-1.2,22172113901,88983,-729,-0.8,2669140,1070,5925,2017-06-14
2,2,0,OLD,20162343,악녀,2017-06-08,437419200,25.1,8377800,2,5124290649,58452,1110,1.9,637364,685,2948,2017-06-14
3,3,0,OLD,20168261,원더 우먼,2017-05-31,182563200,10.5,11284300,6.6,15607738947,24765,1584,6.8,1933648,550,1982,2017-06-14
4,4,0,OLD,20174602,노무현입니다,2017-05-25,149895200,8.6,30096300,25.1,12773008212,20977,4295,25.7,1623182,518,1524,2017-06-14
5,5,0,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,108672400,6.2,8768000,8.8,23946247322,14569,1252,9.4,2924611,449,1350,2017-06-14
6,6,0,OLD,20169348,대립군,2017-05-31,36800600,2.1,193100,0.5,6124324202,5244,-306,-5.5,809219,351,658,2017-06-14
7,7,0,OLD,20173833,심야식당 2,2017-06-08,25316400,1.5,4924900,24.2,240320900,3484,653,23.1,30833,213,398,2017-06-14
8,8,1,OLD,20175262,겟 아웃,2017-05-17,21001800,1.2,3186300,17.9,17243255275,2735,401,17.2,2113587,166,293,2017-06-14
9,9,7,OLD,20166384,하루,2017-06-15,16679000,1.0,11819000,243.2,60102000,1872,1062,131.1,7124,5,5,2017-06-14
10,10,0,NEW,20175662,엘르,2017-06-15,11001100,0.6,11001100,100,17181600,1223,1223,100,1919,17,17,2017-06-14
1,1,8,OLD,20166384,하루,2017-06-15,582488900,29.3,565809900,3392.3,642590900,77978,76106,4065.5,85102,672,3672,2017-06-15
2,2,-1,OLD,20166488,미이라,2017-06-06,560562300,28.2,-113660400,-16.9,22732676201,73443,-15540,-17.5,2742583,864,4651,2017-06-15
3,3,-1,OLD,20162343,악녀,2017-06-08,317627200,16.0,-119792000,-27.4,5441917849,42513,-15939,-27.3,679877,581,2423,2017-06-15
4,4,-1,OLD,20168261,원더 우먼,2017-05-31,132034000,6.6,-50529200,-27.7,15739772947,17754,-7011,-28.3,1951402,468,1327,2017-06-15
5,5,-1,OLD,20174602,노무현입니다,2017-05-25,112364300,5.7,-37530900,-25,12885372512,15626,-5351,-25.5,1638808,455,1129,2017-06-15
6,6,-1,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,67901000,3.4,-40771400,-37.5,24014148322,8970,-5599,-38.4,2933581,357,726,2017-06-15
7,7,23,OLD,20175423,나의 붉은고래,2017-06-15,48763200,2.5,47676200,4386,92683200,6571,6416,4139.4,12914,365,1052,2017-06-15
8,8,2,OLD,20175662,엘르,2017-06-15,13215200,0.7,2214100,20.1,30396800,1874,651,53.2,3793,49,133,2017-06-15
9,9,49,OLD,20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,12597000,0.6,12391000,6015,443906500,1786,1758,6278.6,60012,15,20,2017-06-15
10,10,-4,OLD,20169348,대립군,2017-05-31,11372900,0.6,-25427700,-69.1,6135697102,1733,-3511,-67,810952,101,146,2017-06-15
1,1,0,OLD,20166384,하루,2017-06-15,836373655,29.9,253884755,43.6,1478964555,101803,23825,30.6,186905,707,3798,2017-06-16
2,2,0,OLD,20166488,미이라,2017-06-06,827449180,29.5,266886880,47.6,23560125381,98073,24630,33.5,2840656,892,4814,2017-06-16
3,3,0,OLD,20162343,악녀,2017-06-08,443873220,15.8,126246020,39.7,5885791069,52939,10426,24.5,732816,606,2536,2017-06-16
4,4,0,OLD,20168261,원더 우먼,2017-05-31,200465575,7.2,68431575,51.8,15940238522,24054,6300,35.5,1975456,486,1384,2017-06-16
5,5,0,OLD,20174602,노무현입니다,2017-05-25,147649000,5.3,35284700,31.4,13033021512,18206,2580,16.5,1657014,445,1164,2017-06-16
6,6,0,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,112000900,4.0,44099900,64.9,24126149222,13358,4388,48.9,2946939,384,777,2017-06-16
7,7,0,OLD,20175423,나의 붉은고래,2017-06-15,55511200,2.0,6748000,13.8,148194400,6907,336,5.1,19821,358,960,2017-06-16
8,8,2,OLD,20169348,대립군,2017-05-31,14600700,0.5,3227800,28.4,6150297802,2076,343,19.8,813028,100,142,2017-06-16
9,9,-1,OLD,20175662,엘르,2017-06-15,14622200,0.5,1407000,10.6,45019000,1801,-73,-3.9,5594,52,138,2017-06-16
10,10,5,OLD,20175262,겟 아웃,2017-05-17,13489900,0.5,5043900,59.7,17265191175,1568,478,43.9,2116245,62,104,2017-06-16
1,1,1,OLD,20166488,미이라,2017-06-06,1808650899,30.4,981201719,118.6,25368776280,210633,112560,114.8,3051289,931,5160,2017-06-17
2,2,-1,OLD,20166384,하루,2017-06-15,1667832363,28.0,831458708,99.4,3146796918,199548,97745,96,386453,769,4192,2017-06-17
3,3,0,OLD,20162343,악녀,2017-06-08,867863501,14.6,423990281,95.5,6753654570,102101,49162,92.9,834917,629,2593,2017-06-17
4,4,0,OLD,20168261,원더 우먼,2017-05-31,466826464,7.8,266360889,132.9,16407064986,56027,31973,132.9,2031483,510,1397,2017-06-17
5,5,0,OLD,20174602,노무현입니다,2017-05-25,283217000,4.8,135568000,91.8,13316238512,34301,16095,88.4,1691315,492,1214,2017-06-17
6,6,0,OLD,20170982,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,268531600,4.5,156530700,139.8,24394680822,31722,18364,137.5,2978661,396,832,2017-06-17
7,7,0,OLD,20175423,나의 붉은고래,2017-06-15,108606500,1.8,53095300,95.6,256800900,13497,6590,95.4,33318,390,899,2017-06-17
8,8,6,OLD,20176741,꼬마참새 리차드: 아프리카 원정대,2017-06-15,95189900,1.6,86364500,978.6,137299800,12638,11390,912.7,18276,319,454,2017-06-17
9,9,6,OLD,20172241,꼬마돼지 베이브의 대모험,2017-06-15,67644000,1.1,59557000,736.5,89451000,9168,7959,658.3,12612,306,411,2017-06-17
10,10,47,OLD,20174061,보스 베이비,2017-05-03,31189900,0.5,30897900,10581.5,18838764904,4291,4255,11819.4,2438168,97,127,2017-06-17
1,1,0,OLD,20166488,미이라,2017-06-06,1622618100,30.1,-186032799,-10.3,26991394380,189596,-21037,-10,3240885,933,5022,2017-06-18
2,2,0,OLD,20166384,하루,2017-06-15,1507498700,27.9,-160333663,-9.6,4654295618,179441,-20107,-10.1,565894,781,4125,2017-06-18
3,3,0,OLD,20162343,악녀,2017-06-08,788708500,14.6,-79155001,-9.1,7542363070,92143,-9958,-9.8,927060,629,2544,2017-06-18
4,4,0,OLD,20168261,원더 우먼,2017-05-31,403256900,7.5,-63569564,-13.6,16810321886,48556,-7471,-13.3,2080039,499,1365,2017-06-18
5,5,0,OLD,20174602,노무현입니다,2017-05-25,259698800,4.8,-23518200,-8.3,13575937312,31675,-2626,-7.7,1722990,488,1163,2017-06-18
